time,gt,no action,open drawer,pick up bowl,put cereal box,open fridge,pick up milk bottle,close fridge,open milk bottle,pour milk into bowl with cereals,still pouring milk,pour milk,put lid on milk bottle,turn on tap,put milk in fridge,pick up ham,pick up salads,put down salad and ham,pick up plate,put down plate,open salad packaging,pour salad into bowl,still pouring salad into bowl,rinse bowl,close salad packaging,pick up clip,clip salad packaging,put salad in fridge,open cupboard,pick up bread,close cupboard,put down bread,turn off tap,pick up sauce,open sauce,pour sauce over salad,close sauce,pick up tissue,wipe sauce with tissue,put down sauce,put tissue in bin,open dishwasher,put down bowl,pick up fork,close drawer,close dishwasher,put fork,pick up cereal bowl,pick up salad bowl,put down bowls,put down fork,pick up breads,pick up cereal box,move chair,sit on chair,take slice of bread from bread packaging,put bread in bowl,take ham from ham packaging,put ham between bread slices,put sandwich in bowl,put ham in fridge,open cereal box,pour cereals into bowl,close cereal box
3.5035,open drawer+pick up bowl,0.0032,0.0714,0.0229,0.0252,0.0381,0.0339,0.0309,0.0143,0.0026,0.0124,0.0141,0.0037,0.0075,0.0184,0.0055,0.0272,0.0149,0.005,0.0015,0.0377,0.0021,0.006,0.0001,0.0183,0.0114,0.0062,0.0268,0.0259,0.0078,0.0147,0.0016,0.0084,0.0225,0.0031,0.0002,0.0027,0.0062,0.0352,0.0177,0.0132,0.0262,0.0152,0.024,0.0601,0.0236,0.001,0.0426,0.0078,0.0089,0.0038,0.0129,0.0315,0.0062,0.0327,0.0002,0.0019,0.009,0.0005,0.0007,0.0145,0.029,0.0006,0.0267
3.5869,open drawer+pick up bowl,0.0031,0.0732,0.0278,0.024,0.037,0.0329,0.0298,0.0143,0.0026,0.0119,0.013,0.004,0.0059,0.0186,0.0055,0.0258,0.0138,0.0057,0.0018,0.0376,0.0022,0.0062,0.0002,0.0189,0.0121,0.0061,0.0254,0.0253,0.0079,0.0142,0.0016,0.0068,0.0236,0.0034,0.0002,0.0031,0.0072,0.0331,0.0187,0.0143,0.0292,0.0202,0.0276,0.061,0.0271,0.0012,0.0383,0.01,0.0104,0.0045,0.0117,0.0291,0.0051,0.0274,0.0002,0.0022,0.0085,0.0005,0.0007,0.0139,0.0268,0.0006,0.0246
3.6703,open drawer+pick up bowl,0.0033,0.079,0.0323,0.0256,0.0305,0.0339,0.024,0.0163,0.0027,0.0122,0.0114,0.0047,0.0042,0.0169,0.0048,0.0241,0.0122,0.0063,0.0019,0.0336,0.002,0.0062,0.0002,0.018,0.0129,0.0055,0.0205,0.0246,0.0075,0.0139,0.0013,0.0052,0.0278,0.0041,0.0001,0.0039,0.0088,0.0356,0.0203,0.015,0.0299,0.0216,0.0309,0.0648,0.0294,0.0015,0.0362,0.0103,0.011,0.0047,0.011,0.03,0.0045,0.0252,0.0002,0.0023,0.0081,0.0004,0.0008,0.0108,0.0259,0.0006,0.0264
3.7538,open drawer+pick up bowl,0.0033,0.0702,0.0364,0.0294,0.0233,0.047,0.0188,0.0247,0.0031,0.0118,0.0122,0.0071,0.003,0.0164,0.005,0.0255,0.0095,0.0061,0.0016,0.0262,0.0014,0.0047,0.0002,0.0152,0.0143,0.0049,0.0144,0.0218,0.0075,0.0124,0.0012,0.004,0.0325,0.0049,0.0001,0.0045,0.0107,0.037,0.0214,0.0144,0.0256,0.0222,0.033,0.0573,0.0273,0.0015,0.0404,0.008,0.0113,0.0044,0.0117,0.0348,0.0044,0.0279,0.0001,0.0024,0.0085,0.0004,0.0007,0.0093,0.029,0.0006,0.0313
3.8372,open drawer+pick up bowl,0.0032,0.0662,0.0415,0.0278,0.0222,0.047,0.0182,0.029,0.0029,0.0103,0.0105,0.0087,0.0022,0.0166,0.0063,0.0239,0.0105,0.0066,0.0017,0.0248,0.0014,0.0046,0.0002,0.0155,0.016,0.0051,0.0128,0.0176,0.0078,0.0102,0.0012,0.003,0.0392,0.0067,0.0001,0.0061,0.0134,0.0435,0.0244,0.0124,0.0183,0.0245,0.0386,0.0546,0.0206,0.0018,0.0377,0.0083,0.0117,0.0053,0.0114,0.0328,0.004,0.0254,0.0001,0.0026,0.0105,0.0005,0.001,0.0102,0.0282,0.0006,0.0308
3.9206,open drawer+pick up bowl,0.0028,0.0589,0.0438,0.0259,0.0245,0.0532,0.0207,0.0391,0.0029,0.0092,0.01,0.0117,0.0014,0.02,0.007,0.0193,0.0116,0.0064,0.0019,0.0247,0.0014,0.0046,0.0002,0.0163,0.0177,0.0055,0.0134,0.0129,0.0083,0.0076,0.0013,0.002,0.0379,0.0077,0.0001,0.0071,0.0138,0.0485,0.025,0.0108,0.0133,0.0287,0.0438,0.0494,0.0162,0.0023,0.0329,0.0083,0.0108,0.0068,0.01,0.0286,0.0032,0.0202,0.0001,0.003,0.0126,0.0006,0.0013,0.0125,0.028,0.0007,0.0299
4.004,open drawer+pick up bowl,0.0026,0.0496,0.0444,0.026,0.0262,0.0547,0.0219,0.0434,0.0023,0.0077,0.0077,0.0127,0.0011,0.0248,0.0066,0.0159,0.011,0.0062,0.0021,0.024,0.0012,0.0044,0.0002,0.0166,0.019,0.0063,0.0155,0.0127,0.0092,0.0076,0.0016,0.0015,0.0387,0.0094,0.0001,0.0087,0.0148,0.0521,0.0253,0.0089,0.0124,0.0306,0.0465,0.0421,0.0159,0.0029,0.0304,0.0085,0.0088,0.0081,0.0089,0.0282,0.0024,0.0153,0.0001,0.0039,0.0123,0.0006,0.0015,0.0135,0.0301,0.0006,0.0319
4.0874,open drawer+pick up bowl,0.0026,0.04,0.0366,0.0287,0.0248,0.0522,0.0207,0.0449,0.002,0.007,0.0057,0.0125,0.0008,0.0267,0.0082,0.0129,0.0128,0.0049,0.0016,0.0269,0.0012,0.0049,0.0002,0.0184,0.0186,0.0079,0.0175,0.0097,0.01,0.0058,0.0019,0.0011,0.0398,0.0124,0.0001,0.0108,0.0167,0.066,0.0261,0.0067,0.0105,0.0242,0.045,0.0337,0.0141,0.0032,0.0325,0.0082,0.0062,0.0081,0.0079,0.0304,0.002,0.0128,0.0001,0.0049,0.0156,0.0008,0.0021,0.0159,0.0355,0.0006,0.0373
4.1708,open drawer+pick up bowl,0.0032,0.0367,0.0327,0.0284,0.0219,0.0463,0.0186,0.041,0.0017,0.0071,0.0048,0.0112,0.0006,0.0262,0.009,0.0114,0.0151,0.0045,0.0015,0.0301,0.0014,0.0062,0.0002,0.0213,0.0177,0.0101,0.0195,0.0081,0.0104,0.0051,0.0021,0.0008,0.041,0.0145,0.0001,0.0125,0.0183,0.075,0.0274,0.0055,0.0094,0.0215,0.0472,0.0315,0.0131,0.0038,0.0291,0.0088,0.0053,0.0091,0.0075,0.029,0.002,0.0118,0.0002,0.0064,0.0182,0.0009,0.0031,0.0184,0.0352,0.0006,0.0385
4.2542,open drawer+pick up bowl,0.0033,0.0334,0.028,0.0285,0.0208,0.0431,0.0179,0.0422,0.0015,0.0072,0.0046,0.0092,0.0006,0.0271,0.0095,0.0086,0.0162,0.0038,0.0012,0.0294,0.0013,0.0067,0.0002,0.0211,0.0202,0.0122,0.0199,0.0069,0.0104,0.0045,0.0022,0.0008,0.0374,0.015,0.0001,0.0131,0.0206,0.0905,0.0248,0.0052,0.0088,0.0175,0.0493,0.0293,0.0123,0.0043,0.0264,0.0083,0.0045,0.0094,0.0065,0.0272,0.0022,0.0117,0.0002,0.0071,0.0207,0.001,0.0041,0.0208,0.0375,0.0005,0.041
4.3377,open drawer+pick up bowl,0.0043,0.033,0.0253,0.033,0.021,0.0404,0.0174,0.0393,0.0015,0.0088,0.004,0.0081,0.0006,0.0298,0.0084,0.0085,0.0161,0.0032,0.0011,0.03,0.0015,0.0086,0.0003,0.0213,0.018,0.0135,0.0244,0.007,0.0094,0.0045,0.0021,0.0008,0.0353,0.0143,0.0001,0.0122,0.0191,0.09,0.0249,0.0058,0.0102,0.0165,0.0397,0.0283,0.0134,0.0038,0.0276,0.0081,0.0043,0.0084,0.0062,0.0291,0.0027,0.013,0.0002,0.008,0.0197,0.0011,0.0047,0.0229,0.0402,0.0006,0.0444
4.4211,open drawer+pick up bowl,0.0048,0.0321,0.0208,0.0376,0.022,0.0401,0.0183,0.0409,0.0019,0.0093,0.0041,0.0071,0.0009,0.0316,0.0081,0.0083,0.0176,0.003,0.0011,0.0327,0.0018,0.0105,0.0003,0.0233,0.018,0.0151,0.0263,0.0086,0.0079,0.0058,0.0017,0.0011,0.03,0.0129,0.0001,0.011,0.0184,0.0855,0.0211,0.0063,0.0094,0.0132,0.0316,0.0279,0.0124,0.0036,0.0278,0.0079,0.0043,0.0071,0.0062,0.0313,0.0031,0.0137,0.0002,0.0068,0.0214,0.0011,0.0047,0.0244,0.0424,0.0009,0.0504
4.5045,open drawer+pick up bowl,0.0052,0.0348,0.0179,0.0386,0.0232,0.0375,0.0192,0.0396,0.002,0.0109,0.0051,0.006,0.0011,0.0305,0.0083,0.0077,0.0196,0.0028,0.001,0.0344,0.0021,0.0129,0.0004,0.0238,0.0162,0.0156,0.0257,0.0094,0.0068,0.0064,0.0016,0.0014,0.0238,0.011,0.0001,0.009,0.0175,0.0836,0.0179,0.007,0.0107,0.0123,0.03,0.0305,0.0141,0.0038,0.0275,0.0076,0.0042,0.0075,0.0062,0.0303,0.0033,0.0135,0.0002,0.0062,0.0219,0.0012,0.0051,0.0262,0.0455,0.001,0.0535
4.5879,open drawer+pick up bowl,0.005,0.0327,0.0172,0.042,0.0237,0.0354,0.0191,0.038,0.0025,0.012,0.0058,0.0053,0.0014,0.0321,0.0083,0.0065,0.0222,0.0031,0.0012,0.0332,0.0027,0.0167,0.0005,0.022,0.0141,0.0153,0.0268,0.009,0.0064,0.0063,0.0016,0.0016,0.0199,0.0087,0.0001,0.0073,0.0152,0.0807,0.0154,0.0071,0.0107,0.0125,0.0276,0.0295,0.0136,0.0043,0.0315,0.0089,0.0044,0.0078,0.0056,0.0324,0.0029,0.011,0.0002,0.0064,0.0229,0.0012,0.0058,0.0277,0.0483,0.0014,0.0591
4.6713,open drawer+pick up bowl,0.0051,0.0321,0.0165,0.0452,0.0223,0.0379,0.0181,0.0419,0.0035,0.013,0.0089,0.0056,0.0017,0.0339,0.0074,0.0056,0.0234,0.0032,0.0014,0.0303,0.0032,0.0192,0.0007,0.0203,0.0118,0.0151,0.024,0.0095,0.0067,0.0067,0.0018,0.0021,0.0155,0.0066,0.0001,0.0058,0.0116,0.072,0.013,0.0074,0.0117,0.0135,0.0222,0.0304,0.0147,0.0044,0.0399,0.0088,0.0052,0.0074,0.0051,0.0367,0.0029,0.0101,0.0002,0.0064,0.0211,0.0012,0.005,0.0259,0.051,0.002,0.0644
4.7548,open drawer+pick up bowl,0.0055,0.0337,0.0159,0.047,0.0186,0.0412,0.015,0.0445,0.0041,0.0139,0.0127,0.0056,0.0027,0.029,0.0065,0.0056,0.0238,0.0038,0.0018,0.0288,0.0037,0.0215,0.0008,0.0192,0.0099,0.0138,0.0183,0.0106,0.0072,0.0077,0.002,0.0032,0.0153,0.0058,0.0001,0.0052,0.0106,0.0647,0.0129,0.0075,0.0115,0.0139,0.0189,0.033,0.0147,0.0044,0.0504,0.0086,0.0068,0.0068,0.0052,0.0416,0.0035,0.0118,0.0002,0.0063,0.0189,0.0011,0.004,0.0198,0.0493,0.0024,0.067
4.8382,open drawer+pick up bowl,0.0056,0.035,0.0159,0.0484,0.0157,0.0407,0.0126,0.0431,0.0056,0.0151,0.0215,0.0058,0.0035,0.0245,0.0068,0.0055,0.027,0.0042,0.0021,0.0274,0.0044,0.0228,0.0009,0.0175,0.0081,0.0111,0.0137,0.0097,0.0074,0.007,0.0019,0.004,0.0148,0.0055,0.0001,0.0049,0.0099,0.0572,0.013,0.0076,0.0107,0.0147,0.0159,0.0352,0.0131,0.0046,0.0611,0.0086,0.0084,0.0064,0.0052,0.0419,0.0039,0.0129,0.0002,0.0056,0.0198,0.0012,0.0042,0.0176,0.0501,0.0034,0.0678
4.9216,open drawer+pick up bowl,0.0057,0.0411,0.0179,0.0468,0.0159,0.0438,0.0129,0.0455,0.0066,0.0171,0.0298,0.0057,0.0054,0.0236,0.0054,0.0062,0.024,0.0051,0.0027,0.0247,0.0049,0.023,0.0011,0.0166,0.008,0.009,0.0124,0.0121,0.0066,0.009,0.0017,0.006,0.0116,0.0035,0.0001,0.0035,0.0091,0.0478,0.0107,0.0097,0.012,0.0177,0.014,0.0424,0.0147,0.0044,0.0625,0.0091,0.0115,0.0065,0.0055,0.0395,0.0051,0.0148,0.0002,0.0043,0.016,0.001,0.003,0.0149,0.0433,0.004,0.0615
5.005,no action,0.0042,0.0386,0.0184,0.0505,0.0141,0.0482,0.0115,0.0482,0.0091,0.017,0.0374,0.0062,0.0072,0.0214,0.0052,0.0059,0.0219,0.006,0.0037,0.0206,0.0047,0.0201,0.0012,0.0138,0.0076,0.0066,0.0092,0.0123,0.0067,0.0094,0.0017,0.0077,0.0103,0.0028,0.0001,0.0029,0.0075,0.0392,0.01,0.0094,0.0116,0.02,0.0117,0.0404,0.0145,0.0045,0.0795,0.0088,0.0135,0.0065,0.0053,0.0422,0.0053,0.0149,0.0002,0.0037,0.0141,0.0008,0.0024,0.0117,0.043,0.005,0.0622
5.0884,no action,0.004,0.0381,0.021,0.0494,0.0135,0.0512,0.0106,0.0508,0.0128,0.0182,0.0496,0.0071,0.0078,0.0191,0.0053,0.0059,0.0199,0.0074,0.0048,0.0179,0.005,0.0186,0.0015,0.0115,0.0069,0.0051,0.0071,0.0124,0.0069,0.009,0.0018,0.0081,0.0092,0.0024,0.0001,0.0025,0.0064,0.0312,0.0092,0.0085,0.0121,0.0247,0.0107,0.0396,0.0147,0.0047,0.0878,0.0087,0.0163,0.0066,0.0055,0.0413,0.0046,0.0129,0.0002,0.0034,0.0125,0.0007,0.0021,0.0101,0.0393,0.0066,0.0569
5.1718,no action,0.003,0.0311,0.0225,0.0459,0.0121,0.0559,0.0095,0.0592,0.0174,0.0153,0.0699,0.0084,0.007,0.0184,0.006,0.0054,0.021,0.0088,0.0061,0.0161,0.0047,0.0153,0.0016,0.0101,0.0064,0.0042,0.0053,0.0102,0.0075,0.0074,0.002,0.0074,0.0079,0.0023,0.0001,0.0025,0.0062,0.028,0.0077,0.0067,0.0096,0.0277,0.0096,0.0336,0.012,0.0048,0.1021,0.0087,0.0176,0.0065,0.0052,0.0379,0.0034,0.0097,0.0002,0.0031,0.0126,0.0007,0.0021,0.0093,0.0384,0.0092,0.0534
5.2553,no action,0.0027,0.0249,0.0278,0.0417,0.0111,0.0594,0.0087,0.0576,0.0177,0.0149,0.0825,0.01,0.0065,0.0185,0.0065,0.0052,0.0205,0.0103,0.0076,0.0136,0.0043,0.0147,0.002,0.0081,0.0057,0.0035,0.0048,0.0076,0.0083,0.0055,0.0023,0.0069,0.007,0.002,0.0001,0.0021,0.0059,0.0286,0.007,0.0058,0.0094,0.0363,0.0097,0.0275,0.0116,0.0051,0.1146,0.0082,0.0198,0.0072,0.005,0.0358,0.0028,0.0084,0.0002,0.0034,0.011,0.0008,0.0021,0.009,0.0356,0.009,0.0479
5.3387,no action,0.0023,0.0189,0.0304,0.0358,0.0109,0.0623,0.0088,0.057,0.0214,0.0118,0.0874,0.0121,0.0059,0.0197,0.0074,0.0045,0.0191,0.0105,0.0084,0.0121,0.004,0.0119,0.0021,0.0073,0.0054,0.0034,0.0047,0.0061,0.0101,0.0045,0.0029,0.0064,0.0059,0.0016,0.0001,0.0017,0.0055,0.0281,0.0059,0.0047,0.0081,0.0425,0.0077,0.0216,0.0098,0.004,0.1375,0.0075,0.0248,0.006,0.0045,0.0342,0.0024,0.0074,0.0002,0.004,0.0118,0.0009,0.0024,0.0101,0.0321,0.0109,0.0406
5.4221,no action,0.0022,0.0174,0.0335,0.0315,0.01,0.0547,0.0085,0.0482,0.0249,0.0107,0.0964,0.0118,0.0054,0.0168,0.0078,0.0043,0.0225,0.0107,0.0093,0.015,0.0051,0.0119,0.0022,0.0091,0.0047,0.0039,0.0045,0.0061,0.0116,0.0045,0.0033,0.006,0.0058,0.0018,0.0001,0.002,0.0053,0.0309,0.0061,0.0046,0.008,0.0498,0.007,0.0204,0.0097,0.0041,0.1304,0.0085,0.0302,0.0058,0.0043,0.0303,0.0023,0.0073,0.0002,0.0048,0.0118,0.0009,0.0025,0.0096,0.0305,0.0137,0.0367
5.5055,no action,0.0023,0.0182,0.039,0.0301,0.0096,0.0538,0.0082,0.0442,0.0254,0.0112,0.0859,0.0115,0.005,0.0148,0.0088,0.0051,0.0249,0.013,0.0111,0.0165,0.0057,0.0122,0.0022,0.0096,0.005,0.004,0.0043,0.006,0.0114,0.0045,0.0031,0.0054,0.0066,0.0024,0.0001,0.0026,0.0065,0.0351,0.0066,0.005,0.0078,0.0549,0.0085,0.0214,0.0095,0.0049,0.1163,0.0096,0.0327,0.0068,0.0046,0.0284,0.0024,0.008,0.0002,0.0051,0.0128,0.0009,0.0031,0.0096,0.0283,0.0126,0.0346
5.5889,no action,0.0021,0.0188,0.0463,0.0295,0.0086,0.0463,0.0076,0.039,0.0292,0.0128,0.0677,0.011,0.0046,0.0128,0.0096,0.0056,0.0265,0.0149,0.0134,0.0156,0.0063,0.013,0.0024,0.0092,0.0047,0.0037,0.0039,0.0068,0.0099,0.0053,0.0026,0.005,0.0071,0.0029,0.0001,0.0032,0.0076,0.0418,0.0071,0.006,0.0089,0.0666,0.0082,0.0219,0.0108,0.0049,0.1064,0.0108,0.0383,0.0069,0.0045,0.0264,0.0023,0.0087,0.0002,0.0053,0.0129,0.0009,0.0033,0.0091,0.0254,0.0141,0.0323
5.6723,no action,0.0021,0.0175,0.0535,0.0289,0.0072,0.0437,0.0066,0.04,0.0331,0.0145,0.0519,0.0121,0.0032,0.0101,0.0109,0.0047,0.0275,0.0172,0.0156,0.0149,0.0067,0.0142,0.0024,0.009,0.0047,0.0041,0.0035,0.0061,0.0086,0.0049,0.0023,0.0035,0.0063,0.0031,0.0001,0.0034,0.0079,0.0474,0.0063,0.006,0.0086,0.0767,0.0084,0.0204,0.0106,0.0055,0.0981,0.0101,0.0439,0.0072,0.0042,0.024,0.0022,0.0088,0.0002,0.0058,0.015,0.0009,0.0037,0.0084,0.0247,0.0154,0.0316
5.7557,no action,0.002,0.0151,0.0706,0.0283,0.0062,0.0371,0.0057,0.0356,0.0333,0.014,0.043,0.0122,0.0022,0.0089,0.0105,0.0042,0.0251,0.0228,0.0201,0.0117,0.0068,0.0142,0.0026,0.0071,0.004,0.0035,0.0029,0.0064,0.0081,0.0051,0.002,0.0024,0.0066,0.0036,0.0001,0.0039,0.0073,0.0464,0.0061,0.0049,0.0089,0.0957,0.0088,0.0179,0.0111,0.0056,0.0907,0.0099,0.0516,0.0072,0.0038,0.0217,0.0016,0.0075,0.0002,0.0069,0.0148,0.0009,0.0042,0.0079,0.0232,0.0171,0.0304
5.8392,no action,0.0021,0.014,0.0914,0.0257,0.0059,0.0298,0.0055,0.0325,0.0325,0.0134,0.0332,0.0125,0.0014,0.0086,0.0092,0.0036,0.0218,0.0279,0.0236,0.0101,0.007,0.0155,0.0027,0.0062,0.0032,0.0033,0.0029,0.0058,0.0064,0.0045,0.0016,0.0015,0.0059,0.0034,0.0001,0.0038,0.0066,0.0508,0.005,0.0043,0.0089,0.1215,0.0084,0.0164,0.0115,0.005,0.0771,0.0096,0.061,0.0064,0.0031,0.0183,0.0012,0.0066,0.0001,0.007,0.0142,0.0008,0.0045,0.0081,0.0206,0.0173,0.0271
5.9226,no action,0.002,0.0123,0.1044,0.025,0.0052,0.0241,0.0049,0.0258,0.0312,0.0128,0.027,0.0132,0.001,0.0079,0.0084,0.0032,0.0204,0.0333,0.0288,0.009,0.0084,0.0181,0.0028,0.0057,0.0026,0.0031,0.003,0.0059,0.0053,0.0047,0.0013,0.0011,0.0049,0.0034,0.0002,0.0038,0.006,0.0523,0.004,0.0041,0.0094,0.1399,0.0072,0.0147,0.0123,0.0044,0.0713,0.0105,0.0648,0.0057,0.0025,0.0159,0.001,0.0058,0.0001,0.0069,0.0131,0.0008,0.0049,0.0073,0.0191,0.017,0.0247
6.006,no action,0.0021,0.0119,0.1161,0.0255,0.0049,0.0188,0.0046,0.0208,0.0272,0.013,0.0233,0.0125,0.0008,0.007,0.0074,0.0025,0.018,0.0377,0.0348,0.0074,0.0099,0.0198,0.0026,0.0047,0.0021,0.0027,0.003,0.0057,0.0042,0.0047,0.001,0.0008,0.0043,0.0033,0.0002,0.0038,0.005,0.0551,0.0035,0.0039,0.01,0.1555,0.0068,0.0142,0.013,0.0048,0.0644,0.0103,0.0656,0.0058,0.002,0.0143,0.0009,0.0057,0.0001,0.0067,0.0124,0.0007,0.0056,0.0067,0.0188,0.0148,0.0241
6.0894,no action,0.0022,0.012,0.1245,0.0257,0.0042,0.0141,0.004,0.0166,0.0263,0.0117,0.0212,0.0122,0.0005,0.0056,0.0067,0.0021,0.0167,0.0435,0.0423,0.0067,0.0126,0.0202,0.0019,0.0045,0.0018,0.0025,0.0026,0.0058,0.004,0.0049,0.0009,0.0006,0.0043,0.0042,0.0002,0.0049,0.004,0.05,0.0035,0.0033,0.0096,0.1672,0.0065,0.0145,0.0127,0.0053,0.0599,0.0114,0.0609,0.0057,0.0018,0.0128,0.0007,0.0053,0.0001,0.0069,0.0125,0.0007,0.0068,0.0056,0.0183,0.0152,0.0239
6.1728,no action,0.0022,0.0105,0.1432,0.026,0.0033,0.0108,0.0032,0.0141,0.0226,0.0105,0.019,0.0113,0.0004,0.0045,0.0056,0.0018,0.0153,0.0509,0.0521,0.0062,0.0153,0.0211,0.0019,0.0043,0.0015,0.0023,0.0022,0.0052,0.0034,0.0045,0.0008,0.0004,0.0039,0.0048,0.0002,0.0056,0.0037,0.0461,0.0031,0.0031,0.008,0.1851,0.0064,0.013,0.011,0.0065,0.0498,0.0118,0.0526,0.0057,0.0015,0.011,0.0006,0.0046,0.0001,0.0063,0.0107,0.0006,0.0074,0.0046,0.0175,0.0148,0.0235
6.2563,no action,0.0027,0.0113,0.1547,0.0248,0.0036,0.0103,0.0034,0.013,0.02,0.0103,0.0168,0.0111,0.0003,0.0045,0.005,0.0017,0.0125,0.0588,0.0595,0.0046,0.0137,0.0196,0.0018,0.0033,0.0014,0.0018,0.0022,0.0054,0.0034,0.0047,0.0008,0.0003,0.0032,0.0041,0.0002,0.0046,0.0035,0.0432,0.0025,0.0029,0.0092,0.1919,0.0063,0.0138,0.013,0.0065,0.0462,0.0109,0.049,0.0053,0.0014,0.0098,0.0006,0.0044,0.0001,0.0064,0.0101,0.0006,0.008,0.0047,0.0159,0.0129,0.0218
6.3397,no action,0.0029,0.0115,0.1558,0.0259,0.0038,0.0083,0.0036,0.0105,0.0187,0.0096,0.0151,0.0102,0.0003,0.0045,0.0047,0.0015,0.0118,0.058,0.0612,0.0041,0.014,0.0201,0.0017,0.0029,0.0013,0.0016,0.0024,0.0059,0.0035,0.0051,0.0008,0.0003,0.0027,0.0033,0.0002,0.0039,0.0031,0.0383,0.0021,0.0027,0.0108,0.2004,0.0055,0.0141,0.0149,0.0054,0.0481,0.0112,0.0498,0.0046,0.0013,0.0094,0.0005,0.0041,0.0001,0.0064,0.0096,0.0006,0.0088,0.0049,0.0163,0.0133,0.0215
6.4231,no action,0.0037,0.0112,0.1555,0.0319,0.0044,0.0084,0.0041,0.01,0.0187,0.0093,0.0167,0.0111,0.0003,0.0054,0.005,0.0015,0.0119,0.0588,0.0546,0.004,0.0153,0.0214,0.0017,0.0029,0.0014,0.0016,0.0029,0.0055,0.0041,0.0047,0.0009,0.0003,0.0025,0.0029,0.0002,0.0032,0.0028,0.0356,0.0017,0.0028,0.0123,0.179,0.0055,0.0136,0.0164,0.005,0.0556,0.0117,0.0442,0.004,0.0014,0.0106,0.0005,0.0036,0.0001,0.0069,0.0108,0.0008,0.0118,0.0064,0.0204,0.0132,0.0253
6.5065,no action,0.0043,0.0124,0.1573,0.0311,0.0051,0.0084,0.0046,0.009,0.0181,0.0086,0.0193,0.0104,0.0004,0.0063,0.0049,0.0018,0.0112,0.0581,0.0532,0.0036,0.0155,0.0202,0.0019,0.0025,0.0014,0.0014,0.003,0.0068,0.0047,0.0057,0.001,0.0004,0.0024,0.0027,0.0002,0.003,0.0027,0.0322,0.0016,0.003,0.0131,0.1767,0.0055,0.0151,0.0173,0.0042,0.0592,0.0133,0.0411,0.0035,0.0014,0.0112,0.0004,0.0034,0.0001,0.0063,0.0096,0.001,0.0122,0.0073,0.0196,0.0135,0.0241
6.5899,no action,0.0047,0.0143,0.1421,0.0302,0.0064,0.0099,0.0058,0.0101,0.0184,0.0091,0.0271,0.0123,0.0005,0.0073,0.0069,0.0022,0.014,0.0551,0.0506,0.0044,0.0164,0.0197,0.0016,0.0028,0.0015,0.0013,0.0031,0.0071,0.0069,0.0059,0.0015,0.0005,0.0027,0.0032,0.0002,0.0034,0.0031,0.0285,0.0018,0.0033,0.0116,0.1571,0.0059,0.0173,0.0147,0.0042,0.066,0.0152,0.0359,0.0036,0.0017,0.0128,0.0005,0.0036,0.0002,0.0065,0.0114,0.0013,0.0143,0.009,0.0216,0.0139,0.0257
6.6733,no action,0.005,0.0162,0.124,0.0305,0.0077,0.0126,0.0072,0.0121,0.0185,0.0094,0.0384,0.0136,0.0006,0.0088,0.0089,0.0031,0.0173,0.0495,0.0458,0.0052,0.0157,0.0177,0.0015,0.0031,0.0019,0.0014,0.0032,0.0076,0.0092,0.0065,0.0018,0.0006,0.0032,0.0037,0.0002,0.0038,0.0037,0.0258,0.0021,0.0041,0.0117,0.1325,0.0064,0.0199,0.0136,0.0045,0.0748,0.0157,0.0325,0.0037,0.0021,0.0144,0.0006,0.0041,0.0002,0.0069,0.0128,0.0017,0.0144,0.0103,0.0248,0.0132,0.0279
6.7568,no action,0.0057,0.0155,0.1139,0.0301,0.0084,0.0137,0.0078,0.0135,0.0201,0.01,0.0454,0.0135,0.0007,0.0097,0.0105,0.0039,0.0201,0.0431,0.0396,0.0059,0.015,0.0176,0.0016,0.0034,0.0018,0.0015,0.003,0.0077,0.0123,0.0066,0.0021,0.0007,0.0035,0.004,0.0002,0.0039,0.0036,0.0231,0.0024,0.0045,0.0109,0.114,0.0061,0.0191,0.0129,0.0043,0.0855,0.0165,0.032,0.0032,0.0025,0.0158,0.0006,0.0049,0.0003,0.0085,0.0136,0.0022,0.0154,0.0117,0.0259,0.0143,0.0303
6.8402,no action,0.0059,0.0146,0.1184,0.027,0.008,0.0136,0.0076,0.0134,0.022,0.0098,0.05,0.0121,0.0008,0.0101,0.0107,0.0047,0.0225,0.0424,0.0363,0.0068,0.0159,0.0187,0.0018,0.0039,0.0017,0.0016,0.0029,0.0076,0.0149,0.0065,0.0024,0.0008,0.0036,0.0038,0.0001,0.0036,0.0034,0.0189,0.0024,0.0047,0.0096,0.1129,0.006,0.0181,0.012,0.004,0.0825,0.0186,0.0337,0.0027,0.0028,0.0156,0.0005,0.0047,0.0003,0.0107,0.012,0.0022,0.015,0.0119,0.0228,0.0161,0.0292
6.9236,no action,0.0055,0.0143,0.1147,0.0252,0.0078,0.0137,0.0077,0.0133,0.0257,0.0101,0.0606,0.0108,0.0009,0.0104,0.0109,0.005,0.0239,0.0361,0.0305,0.0073,0.0156,0.0176,0.0021,0.0042,0.0017,0.0016,0.0029,0.0073,0.0165,0.0064,0.0027,0.0008,0.0033,0.0031,0.0001,0.0028,0.0037,0.0177,0.0022,0.0052,0.0096,0.1083,0.0049,0.0181,0.0121,0.0032,0.0876,0.0181,0.0352,0.0022,0.003,0.0157,0.0005,0.0046,0.0003,0.0124,0.0107,0.0024,0.0153,0.0124,0.0226,0.0199,0.0287
